Gene	Exp0
c1_DHX36	0.611596
c1_DHX37	0.224208
c1_DHX38	0.559817
c1_DHX57	0.400433
c1_DHX8	0.336423
c1_DHX9	0.588898
c1_DIAPH1	0.577066
c1_DIAPH2	0.821431
c1_DICER1	0.444984
c1_DICER1-AS1	0.399181
c1_DIDO1	0.519546
c1_DIMT1	0.650167
c1_DIO2	0.12331
c1_DIO3	0.449057
c1_DIP2A	0.683114
c1_DIP2B	0.36248
c1_DIP2C	0.430223
c1_DIRAS3	0.568494
c1_DIRC2	0.845329
c1_DIS3	0.504009
c1_DIS3L	0.501189
c1_DIS3L2	0.405429
c1_DISC1	0.280533
c1_DISP1	0.344691
c1_DIXDC1	0.578555
c1_DKC1	0.605771
c1_DKK1	0.701386
c1_DKK2	0.258306
c1_DKK3	0.69173
c1_DLAT	0.361982
c1_DLC1	0.291637
c1_DLD	0.300896
c1_DLEU2	0.759567
c1_DLG3	0.385472
c1_DLG5	0.478352
c1_DLGAP1	0.612837
c1_DLGAP4	0.501626
c1_DLK1	0.738948
c1_DLST	0.748075
c1_DM1-AS	0.637224
c1_DMAC1	0.878308
c1_DMAC2	0.576606
c1_DMAP1	0.672746
c1_DMD	0.354127
c1_DMGDH	0.616977
c1_DMKN	0.630828
c1_DMPK	0.468288
c1_DMTF1	0.471248
c1_DMWD	0.621144
c1_DMXL1	0.384752
c1_DMXL2	0.450864
c1_DNA2	0.459184
c1_DNAAF2	0.535175
c1_DNAH1	0.174397
c1_DNAH12	0.823291
c1_DNAH14	0.407483
c1_DNAH2	0.114649
c1_DNAH3	0.856495
c1_DNAH6	0.3586
c1_DNAI1	0.800752
c1_DNAJA1	0.709636
c1_DNAJA2	0.841805
c1_DNAJA3	0.693765
c1_DNAJB1	0.80912
c1_DNAJB11	0.61995
c1_DNAJB12	0.510527
c1_DNAJB13	0.400553
c1_DNAJB14	0.579904
c1_DNAJB2	0.873195
c1_DNAJB5	0.483077
c1_DNAJB6	0.124054
c1_DNAJB9	0.721928
c1_DNAJC11	0.467874
c1_DNAJC12	0.670011
c1_DNAJC13	0.298461
c1_DNAJC14	0.340456
c1_DNAJC15	0.646818
c1_DNAJC16	0.466334
c1_DNAJC17	0.538458
c1_DNAJC18	0.366409
c1_DNAJC19	0.607182
c1_DNAJC2	0.653257
c1_DNAJC21	0.930264
c1_DNAJC24	0.566369
c1_DNAJC25	0.508146
c1_DNAJC27-AS1	0.38125
c1_DNAJC3-DT	0.446822
c1_DNAJC30	0.396566
c1_DNAJC4	0.668325
c1_DNAJC5	0.559263
c1_DNAJC7	0.134408
c1_DNAJC8	0.681954
c1_DNAJC9	0.568608
c1_DNAJC9-AS1	0.254876
c1_DNAL4	0.749637
c1_DNASE1	0.468432
c1_DNASE1L1	0.478949
c1_DNASE1L2	0.471231
c1_DNHD1	0.343088
c1_DNLZ	0.386598
c1_DNM1	0.302056
c1_DNM1L	0.466011
c1_DNM2	0.768561
c1_DNMT1	0.555146
c1_DNMT3A	0.449466
c1_DNPEP	0.804033
c1_DNPH1	0.913288
c1_DNTTIP1	0.811312
c1_DNTTIP2	0.605368
c1_DOCK2	0.419265
c1_DOCK3	0.219543
c1_DOCK4	0.46532
c1_DOCK5	0.183811
c1_DOCK7	0.494393
c1_DOHH	0.335973
c1_DOK1	0.593283
c1_DOLK	0.416818
c1_DOLPP1	0.439993
c1_DONSON	0.692272
c1_DOPEY1	0.223516
c1_DOPEY2	0.32019
c1_DOT1L	0.334162
c1_DPAGT1	0.519897
c1_DPF2	0.530016
c1_DPF3	0.410971
c1_DPH2	0.654262
c1_DPH3	0.645126
c1_DPH5	0.797452
c1_DPH6	0.719312
c1_DPH7	0.697258
c1_DPM1	0.853316
c1_DPM2	0.817278
c1_DPM3	1.02284
c1_DPP3	0.477421
c1_DPP8	0.354097
c1_DPP9	0.453398
c1_DPPA3	0.37565
c1_DPY19L1	0.707549
c1_DPY19L2	0.361385
c1_DPY19L3	0.72714
c1_DPY30	0.146991
c1_DPYD	0.289718
c1_DPYSL2	0.37367
c1_DPYSL4	0.627995
c1_DPYSL5	0.445659
c1_DR1	0.576054
c1_DRAM2	0.965134
c1_DRAP1	0.163982
c1_DRAXIN	0.785868
c1_DRC3	0.537745
c1_DRD1	0.96243
c1_DRG1	0.618409
c1_DRG2	0.956173
c1_DROSHA	0.435264
c1_DSE	0.543673
c1_DSEL	0.242533
c1_DSG3	0.536446
c1_DST	0.564802
c1_DSTN	0.455282
c1_DSTYK	0.387466
c1_DTD1	0.157895
c1_DTD2	0.512663
c1_DTNA	0.480016
c1_DTNBP1	0.492462
c1_DTWD1	0.77413
c1_DTWD2	0.616117
c1_DTX2	0.496656
c1_DTX3	0.40763
c1_DTX4	1.17272
c1_DTYMK	0.764775
c1_DUBR	0.359526
c1_DUS1L	0.633943
c1_DUS2	0.265917
c1_DUS3L	0.577091
c1_DUS4L	0.422918
c1_DUSP1	0.405516
c1_DUSP10	0.350902
c1_DUSP11	0.536873
c1_DUSP12	0.467614
c1_DUSP15	0.797856
c1_DUSP16	0.402242
c1_DUSP18	0.292055
c1_DUSP22	0.729665
c1_DUSP23	0.52937
c1_DUSP28	0.361008
c1_DUSP3	0.511975
c1_DUSP4	0.528435
c1_DUT	0.695524
c1_DVL1	0.391719
c1_DVL2	0.710281
c1_DVL3	0.622824
c1_DXO	0.504174
c1_DYDC2	0.322743
c1_DYM	0.407172
c1_DYNC1H1	0.467444
c1_DYNC1I2	0.228745
c1_DYNC1LI1	0.427867
c1_DYNC1LI2	0.255428
c1_DYNLL1	0.926919
c1_DYNLL2	0.46413
c1_DYNLRB1	0.182719
c1_DYNLT1	0.166622
c1_DYNLT3	0.345809
c1_DYRK1A	0.492025
c1_DYRK1B	0.468288
c1_DYRK2	0.383268
c1_DYRK4	0.82881
c1_DZANK1	0.290476
c1_DZIP1	0.557329
c1_DZIP3	0.456758
c1_E2F2	0.63009
c1_E2F3	0.560254
c1_E2F4	0.632874
c1_E2F5	0.917706
c1_E2F6	0.673701
c1_E2F8	0.221225
c1_E4F1	0.507508
c1_EAF1	0.326451
c1_EAPP	0.670785
c1_EARS2	0.376635
c1_EBAG9	0.694232
c1_EBLN2	0.237652
c1_EBLN3P	0.462428
c1_EBNA1BP2	0.696018
c1_EBP	0.350201
c1_EBPL	0.764129
c1_ECD	0.527698
c1_ECH1	0.665095
c1_ECHDC1	0.61726
c1_ECHDC3	0.552581
c1_ECHS1	0.176266
c1_ECM1	0.583882
c1_ECPAS	0.338344
c1_ECSIT	0.379
c1_EDA	0.428439
c1_EDA2R	0.77871
c1_EDC3	0.366597
c1_EDEM1	0.58686
c1_EDEM2	0.83894
c1_EDEM3	0.431128
c1_EDF1	0.354066
c1_EDIL3	0.348195
c1_EDN2	0.494322
c1_EDRF1	0.39821
c1_EEA1	0.451333
c1_EED	0.580028
c1_EEF1A2	0.600894
c1_EEF1AKMT1	0.529637
c1_EEF1AKMT2	0.435523
c1_EEF1AKMT3	0.603419
c1_EEF1AKMT4	0.451219
c1_EEF1B2	0.270969
c1_EEF1E1	0.121151
c1_EEF2	0.403469
c1_EEF2K	0.274795
c1_EEF2KMT	0.473994
c1_EEFSEC	0.497023
c1_EFCAB11	0.714998
c1_EFCAB14	0.621809
c1_EFCAB6	0.521757
c1_EFCAB7	0.441902
c1_EFHB	0.728635
c1_EFHD2	0.607173
c1_EFL1	0.378374
c1_EFNA1	0.991545
c1_EFNA5	0.24149
c1_EFNB2	0.410416
c1_EFR3A	0.492213
c1_EFR3B	0.182469
c1_EFTUD2	0.607673
c1_EGFL7	0.776192
c1_EGFR	0.432959
c1_EGLN1	0.50049
c1_EGR1	0.41151
c1_EHBP1	0.208634
c1_EHBP1L1	0.504699
c1_EHD1	0.313664
c1_EHD2	0.530841
c1_EHD3	0.266186
c1_EHD4	0.594232
c1_EHMT1	0.602599
c1_EHMT2	0.570521
c1_EI24	0.923808
c1_EID1	0.196382
c1_EID2	0.520118
c1_EID2B	0.316354
c1_EID3	0.360574
c1_EIF1AD	0.398312
c1_EIF1AX	0.605823
c1_EIF1B	0.193087
c1_EIF2A	0.652219
c1_EIF2AK1	0.724516
c1_EIF2AK2	0.567842
c1_EIF2AK3	0.176802
c1_EIF2AK4	0.754971
c1_EIF2B1	0.707214
c1_EIF2B2	0.597007
c1_EIF2B3	0.397729
c1_EIF2B4	0.40052
c1_EIF2B5	0.407535
c1_EIF2D	0.928035
c1_EIF2S1	0.650592
c1_EIF2S2	0.898153
c1_EIF2S3	0.911712
c1_EIF2S3B	0.35296
c1_EIF3A	0.766442
c1_EIF3B	0.822975
c1_EIF3E	1.00348
c1_EIF3F	0.995777
c1_EIF3G	0.439745
c1_EIF3H	0.976131
c1_EIF3I	0.202765
c1_EIF3J	0.534189
c1_EIF3J-DT	0.530644
c1_EIF3K	0.397242
c1_EIF3L	0.362335
c1_EIF3M	0.429471
c1_EIF4A1	0.778005
c1_EIF4A2	0.147363
c1_EIF4A3	0.603709
c1_EIF4B	0.72115
c1_EIF4E	0.237632
c1_EIF4E2	0.785147
c1_EIF4EBP1	0.946644
c1_EIF4EBP2	0.456526
c1_EIF4ENIF1	0.419607
c1_EIF4G1	0.682811
c1_EIF4G2	0.859943
c1_EIF4G3	0.574357
c1_EIF4H	1.08886
c1_EIF5	0.992064
c1_EIF5A	0.207636
c1_EIF5A2	0.644959
c1_EIF5B	0.755239
c1_EIF6	0.154583
c1_EIPR1	0.586615
c1_ELAC1	0.544701
c1_ELAC2	0.725652
c1_ELAVL1	0.893524
c1_ELF2	0.552824
c1_ELF3	0.481491
c1_ELFN1	0.692808
c1_ELK1	0.392447
c1_ELK4	0.327291
c1_ELL	0.332569
c1_ELL3	0.571483
c1_ELMO1	0.540721
c1_ELMO2	0.488817
c1_ELMOD2	0.493367
c1_ELMOD3	0.389011
c1_ELMSAN1	0.394117
c1_ELN	0.483837
c1_ELOA	0.61345
c1_ELOA-AS1	0.481246
c1_ELOB	0.302829
c1_ELOC	0.164736
c1_ELOF1	0.367185
c1_ELOVL2	0.461138
c1_ELOVL5	0.491042
c1_ELOVL6	0.347038
c1_ELP1	0.207782
c1_ELP2	0.684283
c1_ELP3	0.446563
c1_ELP4	0.522816
c1_ELP5	0.62133
c1_ELP6	0.539956
c1_ELSPBP1	0.856104
c1_EMB	0.278499
c1_EMC1	0.609026
c1_EMC10	0.753537
c1_EMC2	0.713154
c1_EMC3	0.689056
c1_EMC4	0.156532
c1_EMC6	0.189502
c1_EMC7	0.71942
c1_EMC8	0.761219
c1_EMC9	0.479307
c1_EMD	1.00806
c1_EME2	0.159818
c1_EMG1	0.618484
c1_EMID1	0.815085
c1_EMILIN1	0.985349
c1_EML1	0.450979
c1_EML2	0.442965
c1_EML3	0.767405
c1_EML4	0.640177
c1_EML5	0.143972
c1_EML6	0.622986
c1_EMSY	0.374785
c1_EMX1	0.389063
c1_ENAH	0.58639
c1_ENC1	0.449218
c1_ENDOD1	0.305135
c1_ENDOG	0.432012
c1_ENDOV	0.561626
c1_ENG	0.601418
c1_ENGASE	0.318295
c1_ENHO	0.346719
c1_ENKD1	0.734353
c1_ENO1-AS1	0.280153
c1_ENO2	0.552727
c1_ENO3	0.498546
c1_ENO4	0.608368
c1_ENOPH1	0.767119
c1_ENOX1	0.260581
c1_ENOX2	0.245696
c1_ENPEP	0.682746
c1_ENPP4	0.362761
c1_ENPP5	0.511984
c1_ENPP6	0.35353
c1_ENSA	0.735229
c1_ENTPD3	0.109539
c1_ENTPD3-AS1	0.626133
c1_ENTPD4	0.247229
c1_ENTPD5	0.455499
c1_ENTPD6	0.372892
c1_ENTPD7	0.205455
c1_ENTR1	0.650882
c1_ENY2	0.893295
c1_EOGT	0.308116
c1_EP300	0.541364
c1_EP400	0.404792
c1_EPAS1	1.16116
c1_EPB41L3	0.274266
c1_EPB41L4A	0.26882
c1_EPB41L4A-AS1	0.670045
c1_EPB41L5	0.595872
c1_EPC1	0.59829
c1_EPC2	0.442651
c1_EPCAM	0.491032
c1_EPG5	0.334472
c1_EPHA1-AS1	0.423205
c1_EPHA3	0.764377
c1_EPHA4	0.347489
c1_EPHA6	0.477013
c1_EPHB2	0.466716
c1_EPHB3	0.895135
c1_EPHX2	0.757249
c1_EPHX4	0.489068
c1_EPM2A	0.346865
c1_EPM2AIP1	0.57294
c1_EPN1	0.582949
c1_EPN2	0.441795
c1_EPOP	0.242151
c1_EPOR	0.66775
c1_EPRS	0.666883
c1_EPS15	0.318527
c1_EPS15L1	0.463498
c1_EPS8	0.58374
c1_EPS8L2	0.609051
c1_ERAL1	0.555374
c1_ERAP1	0.508358
c1_ERBB4	0.364803
c1_ERC1	0.326235
c1_ERCC1	0.835432
c1_ERCC2	0.616314
c1_ERCC3	0.552982
c1_ERCC4	0.49917
c1_ERCC6	0.261324
c1_ERCC6L2	0.470002
c1_ERCC8	0.299744
c1_EREG	0.149809
c1_ERG28	0.610951
c1_ERGIC1	0.71142
c1_ERGIC2	0.712855
c1_ERH	0.276182
c1_ERI1	0.779638
c1_ERI2	0.517185
c1_ERI3	0.783075
c1_ERICH1	0.478892
c1_ERICH2	0.578921
c1_ERICH3	0.013097
c1_ERICH6-AS1	0.633179
c1_ERLEC1	0.786273
c1_ERLIN2	0.738785
c1_ERMAP	0.359773
c1_ERMARD	0.662349
c1_ERMP1	0.971562
c1_ERN1	0.530278
c1_ERO1A	0.542972
c1_ERP29	0.863363
c1_ERP44	0.846229
c1_ERRFI1	0.476052
c1_ERV3-1	0.581239
c1_ERVK3-1	0.589016
c1_ESCO1	0.603898
c1_ESD	0.798783
c1_ESF1	0.724496
c1_ESRRA	0.631447
c1_ESS2	0.421449
c1_ESYT1	0.481283
c1_ETAA1	0.659585
c1_ETF1	0.616559
c1_ETFA	0.601054
c1_ETFB	0.682726
c1_ETFDH	0.28046
c1_ETFRF1	0.651186
c1_ETHE1	0.535995
c1_ETNK1	0.411262
c1_ETNK2	0.373937
c1_ETV1	0.548626
c1_ETV3	0.422066
c1_ETV4	0.729889
c1_ETV6	0.911695
c1_ETV7	1.07291
c1_EVA1C	0.437574
c1_EVC	0.09632
c1_EVC2	0.64208
c1_EVI5L	0.261534
c1_EVL	0.133845
c1_EWSR1	0.642238
c1_EXD2	0.456188
c1_EXD3	0.630441
c1_EXOC1	0.432907
c1_EXOC2	0.314357
c1_EXOC3	0.565783
c1_EXOC3-AS1	0.292822
c1_EXOC3L2	0.775295
c1_EXOC4	0.530152
c1_EXOC5	0.531202
c1_EXOC6	0.388192
c1_EXOC6B	0.283613
c1_EXOC7	0.582909
c1_EXOG	0.322606
c1_EXOSC1	0.750736
c1_EXOSC10	0.452619
c1_EXOSC2	0.655933
c1_EXOSC3	0.683843
c1_EXOSC4	0.569009
c1_EXOSC5	0.461967
c1_EXOSC6	0.591807
c1_EXOSC7	0.749544
c1_EXOSC9	0.657834
c1_EXPH5	0.463818
c1_EXT1	0.856772
c1_EXT2	0.653633
c1_EXTL2	0.701255
c1_EXTL3	0.361905
c1_EYA2	0.340384
c1_EYA3	0.331162
c1_EYA4	0.521052
c1_EYS	0.423855
c1_EZH1	0.286556
c1_EZH2	0.703524
c1_F11R	0.898331
c1_F2R	0.864025
c1_F8A1	0.323159
c1_FAAP100	0.521373
c1_FAAP20	0.834763
c1_FAAP24	0.558762
c1_FABP5	0.758202
c1_FADD	0.792702
c1_FADS1	0.563626
c1_FADS2	0.390512
c1_FADS3	0.393278
c1_FAF1	0.508671
c1_FAF2	0.61274
c1_FAH	1.16813
c1_FAHD1	0.43623
c1_FAHD2A	0.539166
c1_FAHD2B	0.53368
c1_FAM102A	0.602887
c1_FAM104A	0.642903
c1_FAM104B	0.582148
c1_FAM107A	0.558963
c1_FAM107B	0.553111
c1_FAM110B	0.266481
c1_FAM110C	0.39841
c1_FAM114A2	0.569379
c1_FAM117A	0.618288
c1_FAM118B	0.582469
c1_FAM120A	0.629054
c1_FAM120AOS	0.757345
c1_FAM120B	0.538518
c1_FAM120C	0.460714
c1_FAM122A	0.457166
c1_FAM122B	0.348834
c1_FAM122C	0.645293
c1_FAM126A	0.805057
c1_FAM129B	0.222567
c1_FAM131A	0.416673
c1_FAM133B	0.762413
c1_FAM135A	0.451804
c1_FAM135B	0.094825
c1_FAM136A	0.756221
c1_FAM13A	1.02306
c1_FAM13B	0.442869
c1_FAM13C	0.241974
c1_FAM149B1	0.385724
c1_FAM151B	0.100564
c1_FAM157C	0.283646
c1_FAM160A2	0.360316
c1_FAM160B1	0.178293
c1_FAM160B2	0.37719
c1_FAM161A	0.567909
c1_FAM161B	0.263549
c1_FAM166B	0.62459
c1_FAM167A	0.54128
c1_FAM167B	0.547079
c1_FAM168A	0.538817
c1_FAM168B	0.471529
c1_FAM169A	0.353261
c1_FAM171A1	0.322797
c1_FAM171A2	0.376185
c1_FAM172A	0.55973
c1_FAM173A	0.565444
c1_FAM173B	0.582741
c1_FAM174A	0.401744
c1_FAM174B	0.406086
c1_FAM177A1	0.110299
c1_FAM182B	0.32785
c1_FAM184A	0.689339
c1_FAM186B	0.548543
c1_FAM189B	0.393332
c1_FAM192A	0.549904
c1_FAM193A	0.409749
c1_FAM193B	0.28731
c1_FAM198A	0.856039
c1_FAM199X	0.616755
c1_FAM19A3	0.508112
c1_FAM19A5	0.361154
c1_FAM200A	0.500466
c1_FAM200B	0.659247
c1_FAM201A	0.561994
c1_FAM204A	0.691474
c1_FAM206A	0.570449
c1_FAM207A	0.826293
c1_FAM208A	0.579026
c1_FAM208B	0.480096
c1_FAM20B	0.416452
c1_FAM20C	0.269166
c1_FAM210A	0.472406
c1_FAM213A	0.65243
c1_FAM213B	0.338988
c1_FAM214A	0.407396
c1_FAM214B	0.512101
c1_FAM215B	0.285611
c1_FAM217B	0.616007
c1_FAM219A	0.342976
c1_FAM219B	0.518969
c1_FAM221A	0.462699
c1_FAM221B	0.654317
c1_FAM222B	0.383761
c1_FAM227A	0.48036
c1_FAM228B	0.55645
c1_FAM229A	0.645862
c1_FAM229B	0.724827
c1_FAM241B	0.410931
c1_FAM32A	0.150835
c1_FAM3A	0.644996
c1_FAM3C	0.439906
c1_FAM43A	0.682669
c1_FAM45A	0.726303
c1_FAM47E	0.738088
c1_FAM49A	0.540699
c1_FAM49B	0.55631
c1_FAM50A	0.770675
c1_FAM50B	0.259325
c1_FAM53B	0.273141
c1_FAM53C	0.819605
c1_FAM57A	0.571408
c1_FAM69B	0.76705
c1_FAM71F1	0.146248
c1_FAM71F2	0.459673
c1_FAM72A	0.279976
c1_FAM72B	0.642796
c1_FAM72D	0.431678
c1_FAM76A	0.534849
c1_FAM76B	0.33741
c1_FAM81A	0.49351
c1_FAM83D	0.581681
c1_FAM83E	0.621155
c1_FAM83H	0.275508
c1_FAM84A	0.52601
c1_FAM86B1	0.673285
c1_FAM86B2	0.474468
c1_FAM86C1	0.380453
c1_FAM89B	0.347083
c1_FAM8A1	0.30279
c1_FAM90A1	0.637977
c1_FAM91A1	0.570343
c1_FAM92A	0.641866
c1_FAM95C	0.732868
c1_FAM96A	1.15521
c1_FAM96B	0.694369
c1_FAM98A	0.510796
c1_FAM98B	0.565542
c1_FAM98C	0.427103
c1_FAN1	0.324145
c1_FANCC	0.20832
c1_FANCF	0.458087
c1_FANCG	0.492112
c1_FANCL	0.501244
c1_FANCM	0.279923
c1_FAR1	0.477263
c1_FARP1	0.539701
c1_FARP2	0.397194
c1_FARS2	0.593447
c1_FARSA	0.589854
c1_FARSB	0.32435
c1_FASN	0.333437
c1_FASTK	0.554288
c1_FASTKD1	0.345735
c1_FASTKD2	0.558654
c1_FASTKD3	0.33688
c1_FASTKD5	0.352336
c1_FAT3	0.800203
c1_FAT4	0.133377
c1_FAU	0.381559
c1_FAXDC2	0.849691
c1_FBF1	0.669694
c1_FBH1	0.595332
c1_FBLN1	0.850731
c1_FBLN2	0.6661
c1_FBLN7	0.46773
c1_FBN1	0.407992
c1_FBRS	0.737148
c1_FBRSL1	0.407993
c1_FBXL12	0.739964
c1_FBXL13	0.471811
c1_FBXL15	0.691784
c1_FBXL17	0.267808
c1_FBXL18	0.284888
c1_FBXL19-AS1	0.090206
c1_FBXL2	0.333244
c1_FBXL20	0.350737
c1_FBXL3	0.484233
c1_FBXL4	0.272913
c1_FBXL5	0.459078
c1_FBXL6	0.382999
c1_FBXL8	0.033769
c1_FBXO10	0.667743
c1_FBXO11	0.500898
c1_FBXO15	0.364613
c1_FBXO16	0.268747
c1_FBXO17	0.582803
c1_FBXO21	0.488004
c1_FBXO22	0.934033
c1_FBXO25	0.249362
c1_FBXO28	0.38802
c1_FBXO3	0.369808
c1_FBXO30	0.338393
c1_FBXO31	0.361753
c1_FBXO32	0.806622
c1_FBXO33	0.388387
c1_FBXO34	0.459556
c1_FBXO36	0.550868
c1_FBXO38	0.468995
c1_FBXO4	0.439137
c1_FBXO42	0.474866
c1_FBXO43	0.141602
c1_FBXO45	0.347296
c1_FBXO46	0.626683
c1_FBXO6	0.319892
c1_FBXO7	0.837887
c1_FBXO8	0.637959
c1_FBXO9	0.529083
c1_FBXW11	0.439972
c1_FBXW12	0.456868
c1_FBXW2	0.420006
c1_FBXW4	0.483052
c1_FBXW5	0.742177
c1_FBXW7	0.636608
c1_FBXW8	0.464321
c1_FCER1G	0.412433
c1_FCF1	0.375881
c1_FCHO2	0.526146
c1_FCHSD2	0.230341
c1_FCMR	0
c1_FDFT1	0.396873
c1_FDPS	0.52674
c1_FECH	0.390717
c1_FEM1A	0.313544
c1_FEM1B	0.455393
c1_FEM1C	0.288296
c1_FEN1	0.828423
c1_FER	0.281197
c1_FERMT2	0.653218
c1_FETUB	0.78191
c1_FEZ1	0.149091
c1_FEZ2	0.726626
c1_FEZF1-AS1	0.448832
c1_FFAR2	0
c1_FGD4	0.434424
c1_FGD5-AS1	0.622779
c1_FGF11	0.617291
c1_FGF12	0.08573
c1_FGF13	0.307155
c1_FGF13-AS1	0.467092
c1_FGF14-AS2	0.714308
c1_FGF2	0.465494
c1_FGF8	0.195075
c1_FGFBP3	0.302342
c1_FGFR1	0.86639
c1_FGFR1OP	0.630817
c1_FGFR1OP2	0.699609
c1_FGFR2	1.1823
c1_FGGY	0.530027
c1_FH	0.602382
c1_FHAD1	0.535503
c1_FHIT	0.792824
c1_FHL1	0.49852
c1_FHL2	0.652568
c1_FHL3	0.488742
c1_FHOD1	0.395308
c1_FIBP	0.460449
c1_FICD	0.621558
c1_FIG4	0.458356
c1_FIGN	0.389538
c1_FIGNL1	0.48422
c1_FILIP1L	0.513128
c1_FIP1L1	0.641441
c1_FIRRE	0.693762
c1_FIS1	0.196057
c1_FITM2	0.206778
c1_FIZ1	0.446996
c1_FKBP11	0.3082
c1_FKBP15	0.365513
c1_FKBP1A	0.832456
c1_FKBP2	0.774687
c1_FKBP3	0.280493
c1_FKBP4	0.599253
c1_FKBP5	0.652048
c1_FKBP7	0.282946
c1_FKBP8	0.318985
c1_FKBPL	0.48496
c1_FKRP	0.55426
c1_FKTN	0.440581
c1_FLAD1	0.611415
c1_FLCN	0.579951
c1_FLII	0.543619
c1_FLNB	0.608355
c1_FLOT1	0.635739
c1_FLOT2	0.474816
c1_FLRT2	0.099703
c1_FLRT3	0.483748
c1_FLVCR1	0.270018
c1_FLVCR1-DT	0.235736
c1_FLYWCH1	0.470388
c1_FLYWCH2	0.628684
c1_FMC1	0.582463
c1_FMN2	0.288178
c1_FMNL2	0.72935
c1_FMNL3	0.331575
c1_FMR1	0.486358
c1_FN1	0.5302
c1_FN3K	0.346035
c1_FN3KRP	0.601353
c1_FNBP1	0.508114
c1_FNBP1L	0.388748
c1_FNBP4	0.720569
c1_FNDC3A	0.619336
c1_FNDC4	0.310477
c1_FNDC5	0.416123
c1_FNIP1	0.651479
c1_FNIP2	0.300746
c1_FNTA	0.146322
c1_FNTB	0.442958
c1_FO393415.1	0.21931
c1_FOCAD	0.426944
c1_FOLR1	0
c1_FOPNL	0.506424
c1_FOS	0.425934
c1_FOSB	0.600277
c1_FOSL2	1.08205
c1_FOXD2	0
c1_FOXD4L6	0.752186
c1_FOXI3	0.981721
c1_FOXJ3	0.478564
c1_FOXK1	0.684369
c1_FOXK2	0.551854
c1_FOXL1	0.463582
c1_FOXN2	0.533505
c1_FOXO3	0.345883
c1_FOXRED1	0.458629
c1_FOXRED2	0.311374
c1_FPGS	0.570874
c1_FPGT	0.313001
c1_FRA10AC1	0.657497
c1_FRAS1	0.224983
c1_FREM1	0.257086
c1_FRG1	0.554232
c1_FRMD3	0.328774
c1_FRMD4A	0.492478
c1_FRMD6-AS1	0.463852
c1_FRMD8	0.495919
c1_FRMPD2	0.820135
c1_FRMPD4	0.127897
c1_FRRS1	0.692272
c1_FRS2	0.444587
c1_FRYL	0.595981
c1_FRZB	0.270066
c1_FSCN1	0.137696
c1_FSD1L	0.339828
c1_FSIP1	0.316674
c1_FSIP2	0.378233
c1_FSIP2-AS1	0.41354
c1_FSTL3	0.868827
c1_FTCD	0.551201
c1_FTO	0.288424
c1_FTSJ1	0.356438
c1_FTSJ3	0.684767
c1_FTX	0.439789
c1_FUBP1	0.504507
c1_FUBP3	0.76478
c1_FUCA1	0.353989
c1_FUCA2	0.863349
c1_FUK	0.471114
c1_FUNDC1	0.648565
c1_FUNDC2	0.659751
c1_FURIN	0.718277
c1_FUS	0.805693
c1_FUT10	0.830819
c1_FUT11	0.33525
c1_FUT4	0.24708
c1_FUT5	0.406759
c1_FUT8	0.528133
c1_FUT8-AS1	0.218651
c1_FUZ	0.543802
c1_FXN	0.597757
c1_FXR1	0.780388
c1_FXR2	0.410681
c1_FXYD6	0.47874
c1_FYN	0.597917
c1_FYTTD1	0.489615
c1_FZD3	0.711628
c1_FZD4	0.247968
c1_FZD5	0.955031
c1_FZR1	0.337489
c1_G2E3	0.348229
c1_G3BP1	0.810377
c1_G3BP2	0.495555
c1_G6PC3	0.820705
c1_G6PD	0.532328
c1_GAA	1.14154
c1_GAB1	0.362902
c1_GABARAP	0.505136
c1_GABARAPL1	0.506259
c1_GABARAPL2	0.279953
c1_GABPA	0.528923
c1_GABPB1	0.439411
c1_GABPB1-AS1	0.517449
c1_GABPB2	0.560302
c1_GABRA2	0.385226
c1_GABRD	0.440583
c1_GADD45A	0.931804
c1_GADD45G	0.444456
c1_GADD45GIP1	0.781025
c1_GAK	0.454891
c1_GALC	0.363429
c1_GALE	0.631178
c1_GALK1	0.517064
c1_GALK2	0.443696
c1_GALNS	0.658198
c1_GALNT10	0.512191
c1_GALNT11	0.526187
c1_GALNT12	0.775999
c1_GALNT13	0.294231
c1_GALNT15	0
c1_GALNT16	0.527668
c1_GALNT17	0.553188
c1_GALNT18	0.528896
c1_GALNT5	0.559217
c1_GALNT8	0.155428
c1_GALT	0.458045
c1_GAN	0.372163
c1_GANC	0.356966
c1_GAPVD1	0.524711
c1_GAR1	0.797829
c1_GAREM1	0.346883
c1_GAREM2	0.514031
c1_GARS	0.640246
c1_GART	0.508293
c1_GAS2L2	0
c1_GAS6	0.670752
c1_GAS6-AS1	0.611112
c1_GATAD1	0.89002
c1_GATAD2A	0.670702
c1_GATAD2B	0.382881
c1_GATB	0.299849
c1_GATC	0.471662
c1_GATD1	0.576009
c1_GATD3B	0.248673
c1_GATM	0.479734
c1_GBA2	0.344112
c1_GBE1	1.06973
c1_GBF1	0.506698
c1_GBGT1	0.483117
c1_GBX2	0.377308
c1_GCAT	0.831649
c1_GCC1	0.386265
c1_GCC2	0.831338
c1_GCDH	0.531794
c1_GCFC2	0.781843
c1_GCLC	0.510944
c1_GCLM	0.673291
c1_GCN1	0.495424
c1_GCNT7	0.392594
c1_GCSH	0.850615
c1_GDAP1	0.302484
c1_GDAP2	0.38681
c1_GDE1	0.971988
c1_GDF11	0.399646
c1_GDI1	0.243845
