GeneID	NAME	WTCa_vs_WT	WT_vs_WTFK	WT_vs_cna1	WT_vs_crz1	WTCa_vs_WTFK	WTCa_vs_cna1	WTCa_vs_crz1	WTFK_vs_cna1	WTFK_vs_crz1	cna1_vs_crz1
CAGL0F03993g	ERG8:Phosphomevalote kise, an essential cytosolic enzyme that acts in the biosynthesis of isoprenoids and sterols, including ergosterol, from mevalote	-0.0103511297000000	0.136838346700000	-0.00104203950000010	-0.1662379509	0.126487217	-0.0113931692	-0.1765890806	-0.1378803862	-0.3030762976	-0.1651959114
CAGL0F04015g	CAGL0F04015g:	-0.111889632	0.0536148557000001	0.1692827221	0.1034126447	-0.05827477630	0.0573930901	-0.00847698729999998	0.1156678664	0.049797789	-0.0658700774
CAGL0F04037g	CAGL0F04037g:Unknown	-0.2884329952	-0.0960570358	-0.5562626176	-0.3206086583	-0.384490031	-0.8446956128	-0.6090416535	-0.4602055818	-0.2245516225	0.2356539593
CAGL0F04059g	CAGL0F04059g:Unknown	0.0426111880000001	0.216188985	0.2896963744	0.4671744461	0.258800173	0.3323075624	0.5097856341	0.0735073894000005	0.250985461100000	0.1774780717
CAGL0F04081g	CAGL0F04081g:	-0.2391259719	-0.3042029554	-0.2033047381	0.0123392431000001	-0.5433289273	-0.44243071	-0.2267867288	0.1008982173	0.3165421985	0.2156439812
CAGL0F04103g	CAGL0F04103g:	-0.1096568822	-0.0755176415999999	-0.4645634965	-0.3652733136	-0.185174523800	-0.5742203787	-0.4749301958	-0.3890458549	-0.289755672	0.0992901829
CAGL0F04125g	CAGL0F04125g:	-0.0901469286	-0.2723005701	-0.0794501665	-0.658578062	-0.3624474987	-0.1695970951	-0.7487249906	0.1928504036	-0.3862774919	-0.5791278955
CAGL0F04147g	CAGL0F04147g:Unknown	0	0	0	0	0	0	0	0	0	0
CAGL0F04169g	CAGL0F04169g:Unknown	-0.4433737964	0.5739257909	-0.0106853523999997	0.169889163600000	0.1305519945	-0.4540591488	-0.2734846328	-0.5846111433	-0.4040366273	0.180574516
CAGL0F04191g	CAGL0F04191g:	-0.3439741342	0.5917084826	0.7551396597	0.2865628525	0.2477343484	0.4111655255	-0.0574112817	0.1634311771	-0.3051456301	-0.4685768072
CAGL0F04213g	PET9:Major ADP/ATP carrier of the mitochondrial inner membrane, exchanges cytosolic ADP for mitochondrially synthesized ATP; phosphorylated; required for viability in many common lab strains carrying a mutation in the polymorphic SAL1 gene	-0.2887622263	-0.2502620978	-0.0219732158999998	0.2596982309	-0.5390243241	-0.3107354422	-0.0290639954	0.2282888819	0.5099603287	0.2816714468
CAGL0F04235g	SHE1:Mitotic spindle protein that interacts with components of the Dam1 (DASH) complex, its effector Sli15p, and microtubule-associated protein Bim1p; also localizes to nuclear microtubules and to the bud neck in a ring-shaped structure	0.103679357	-0.0134751268000000	0.1685623719	-0.0937611901	0.0902042302	0.2722417289	0.0099181669	0.182037498700000	-0.0802860633	-0.262323562
CAGL0F04257g	HEK2:R binding protein involved in the asymmetric localization of ASH1 mR; represses translation of ASH1 mR, an effect reversed by Yck1p-dependent phosphoryation; regulates telomere position effect and length; similarity to hnRNP-K	0.1570488633	-0.1308031538	-0.0402259042	0.1155423958	0.0262457095000000	0.1168229591	0.2725912591	0.0905772496	0.2463455496	0.1557683
CAGL0F04279g	RIB1:GTP cyclohydrolase II; catalyzes the first step of the riboflavin biosynthesis pathway	-0.4982730016	-0.3867429344	-0.2540278339	0.1054663742	-0.885015936	-0.7523008355	-0.3928066274	0.1327151005	0.4922093086	0.3594942081
CAGL0F04301g	STU1:Component of the mitotic spindle that binds to interpolar microtubules via its association with beta-tubulin (Tub2p); required for interpolar microtubules to provide an outward force on the spindle poles	-0.1216285815	-0.178469524400000	-0.150133751100000	0.194219806	-0.3000981059	-0.2717623326	0.0725912245	0.0283357733000001	0.3726893304	0.3443535571
CAGL0F04323g	POL12:B subunit of D polymerase alpha-primase complex, required for initiation of D replication during mitotic and premeiotic D synthesis; also functions in telomere capping and length regulation	0.0687589694	-0.1208274883	-0.0966841553	0.2218445455	-0.0520685188999999	-0.0279251859000001	0.2906035149	0.0241433330000000	0.3426720338	0.3185287008
CAGL0F04345g	IST2:Plasma membrane protein that may be involved in osmotolerance, localizes to the mother cell in small-budded cells and to the bud in medium- and large-budded cells; mR is transported to the bud tip by an actomyosin-driven process	-0.0277646544	0.1768165559	0.3192074814	0.1637604923	0.1490519015	0.291442827	0.1359958379	0.1423909255	-0.0130560636	-0.1554469891
CAGL0F04367g	CAGL0F04367g:Single-domain racemase, possibly non-specific due to the lack of the second domain, which presumably determines specificity; GFP-fusion protein expression is induced in response to the D-damaging agent MMS	0.1655844536	0.109046586100000	0.2181745749	-0.2420400314	0.2746310397	0.3837590285	-0.0764555778	0.1091279888	-0.3510866175	-0.4602146063
CAGL0F04389g	APL3:Alpha-adaptin, large subunit of the clathrin associated protein complex (AP-2); involved in vesicle mediated transport	-0.000663202300000025	-0.0654947353999999	-0.0954207322999998	0.1413111824	-0.0661579377	-0.0960839346	0.1406479801	-0.0299259968999999	0.2068059178	0.2367319147
CAGL0F04411g	MRPL16:Mitochondrial ribosomal protein of the large subunit	0.1195008538	-0.1692501216	-0.0281273747000000	0.0217968010999999	-0.0497492678	0.0913734791	0.1412976549	0.1411227469	0.1910469227	0.0499241758
CAGL0F04433g	URA7:Major CTP synthase isozyme (see also URA8), catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP, forming CTP, the fil step in de novo biosynthesis of pyrimidines; involved in phospholipid biosynthesis	-0.0600148597999999	-0.0240965872999999	-0.118207848100000	0.163427530600000	-0.0841114471	-0.1782227079	0.103412670800000	-0.094111260800	0.187524117900000	0.2816353787
CAGL0F04455g	ERD2:HDEL receptor, an integral membrane protein that binds to the HDEL motif in proteins destined for retention in the endoplasmic reticulum; has a role in maintence of normal levels of ER-resident proteins	-0.2772742754	0.1553877264	-0.1746141208	0.070607008	-0.121886549000000	-0.4518883962	-0.2066672674	-0.3300018472	-0.0847807184000001	0.2452211288
CAGL0F04477g	PRE7:Beta 6 subunit of the 20S proteasome	0.1839635327	-0.0557141529	-0.0180612077	-0.0777741932	0.1282493798	0.165902325	0.1061893395	0.0376529452	-0.0220600403000000	-0.0597129855
CAGL0F04499g	FUI1:High affinity uridine permease, localizes to the plasma membrane; also mediates low but significant transport of the cytotoxic nucleoside alog 5-fluorouridine; not involved in uracil transport	0.2092843069	-0.3254022558	-0.8694565575	-0.3668573068	-0.1161179489	-0.6601722506	-0.157572999900000	-0.5440543017	-0.0414550509999998	0.5025992507
CAGL0F04521g	ECM13:	-0.6823318601	-1.2825604321	-1.2165905407	-1.0036743313	-1.9648922922	-1.8989224008	-1.6860061914	0.0659698914	0.2788861008	0.212916209400000
CAGL0F04543g	CAGL0F04543g:	-0.0510960603	-0.1086006	-0.00666181889999996	-0.00920077839999997	-0.1596966603	-0.0577578792	-0.0602968387	0.1019387811	0.0993998216	-0.0025389595
CAGL0F04565g	COR1:Core subunit of the ubiquinol-cytochrome c reductase complex (bc1 complex), which is a component of the mitochondrial inner membrane electron transport chain	-0.0880537882	-0.4149102946	-0.1474847380	0.2019084759	-0.5029640828	-0.2355385262	0.1138546877	0.2674255566	0.6168187705	0.3493932139
CAGL0F04587g	PSY4:Putative regulatory subunit of an evolutiorily conserved protein phosphatase complex containing the catalytic subunit Pph3p and a third subunit Psy2p; required for cisplatin resistance; homolog of mammalian R2	0.133573757	-0.0580997435000001	-0.3069127227	-0.0553775433	0.0754740135	-0.1733389657	0.0781962137	-0.2488129792	0.00272220019999998	0.2515351794
CAGL0F04609g	EDE1:Key endocytic protein involved in a network of interactions with other endocytic proteins, binds membranes in a ubiquitin-dependent manner, may also bind ubiquitited membrane-associated proteins	-0.1037685023	0.1286493438	0.3253096997	0.0064672937	0.0248808415000000	0.2215411974	-0.0973012086	0.1966603559	-0.1221820501	-0.318842406
CAGL0F04631g	MOH1:	-1.2094185813	1.109622401	1.4122908798	-0.118163674100000	-0.0997961803	0.202872298500000	-1.3275822554	0.3026684788	-1.2277860751	-1.5304545539
CAGL0F04653g	SEC17:Peripheral membrane protein required for vesicular transport between ER and Golgi and for the 'priming' step in homotypic vacuole fusion, part of the cis-SRE complex; has similarity to alpha-SP	0.0783499324	0.1197590218	-0.0122622589000001	-0.2725298395	0.1981089542	0.0660876734999999	-0.1941799071	-0.1320212807	-0.3922888613	-0.2602675806
CAGL0F04697g	CAGL0F04697g:	0.0150980747	0.394247297	0.3595837149	0.1790426558	0.4093453717	0.3746817896	0.1941407305	-0.0346635821	-0.2152046412	-0.1805410591
CAGL0F04719g	GSY2:Glycogen synthase, similar to Gsy1p; expression induced by glucose limitation, nitrogen starvation, heat shock, and statiory phase; activity regulated by cAMP-dependent, Snf1p and Pho85p kises as well as by the Gac1p-Glc7p phosphatase	-0.9331502793	0.4244206026	0.6196371646	0.163725515	-0.5087296767	-0.3135131147	-0.7694247643	0.195216562	-0.2606950876	-0.4559116496
CAGL0F04741g	CMK2:Calmodulin-dependent protein kise; may play a role in stress response, many CA++/calmodulan dependent phosphorylation substrates demonstrated in vitro, amino acid sequence similar to Cmk1p and mammalian Cam Kise II	-0.3564218303	0.5925177534	0.7293505286	0.3469469472	0.2360959231	0.3729286983	-0.00947488309999996	0.1368327752	-0.2455708062	-0.3824035814
CAGL0F04763g	ESC8:Protein involved in telomeric and mating-type locus silencing, interacts with Sir2p and also interacts with the Gal11p, which is a component of the R pol II mediator complex	0.1614218847	-0.2271026141	-0.2696549968	-0.00271768340000007	-0.0656807293999999	-0.1082331121	0.1587042013	-0.0425523827000001	0.2243849307	0.2669373134
CAGL0F04785g	VHS2:	0.1242393612	0.1059024591	0.2244162181	-0.145255798	0.2301418203	0.3486555793	-0.0210164368	0.118513759	-0.2511582571	-0.3696720161
CAGL0F04807g	OM45:	-0.2548174691	0.1392968594	0.0388116996000001	-0.4116481546	-0.1155206097	-0.2160057695	-0.6664656237	-0.1004851598	-0.550945014	-0.4504598542
CAGL0F04829g	PIN3:Protein that induces appearance of [PIN+] prion when overproduced	-0.4380746057	0.4880235227	0.6019909792	0.3911624984	0.049948917	0.1639163735	-0.0469121073	0.113967456500000	-0.0968610243	-0.2108284808
CAGL0F04851g	NCA2:Protein involved in regulation of mitochondrial expression of subunits 6 (Atp6p) and 8 (Atp8p) of the Fo-F1 ATP synthase; functions with Nca3p	-0.2170769804	0.0192256370000000	0.1682901504	0.2386357177	-0.1978513434	-0.04878683	0.0215587373	0.1490645134	0.2194100807	0.0703455673
CAGL0F04873g	KRE6:Protein required for beta-1,6 glucan biosynthesis; putative beta-glucan synthase; appears functiolly redundant with Skn1p	-0.1557296811	0.0658429851000001	-0.0350834712999999	0.2106649681	-0.089886696	-0.1908131524	0.054935287	-0.1009264564	0.144821983	0.2457484394
CAGL0F04895g	GPH1:Non-essential glycogen phosphorylase required for the mobilization of glycogen, activity is regulated by cyclic AMP-mediated phosphorylation, expression is regulated by stress-response elements and by the HOG MAP kise pathway	-1.5502732218	0.4932960168	0.882472027	-0.1503950651	-1.056977205	-0.6678011948	-1.7006682869	0.3891760102	-0.6436910819	-1.0328670921
CAGL0F04917g	GAC1:Regulatory subunit for Glc7p type-1 protein phosphatase (PP1), tethers Glc7p to Gsy2p glycogen synthase, binds Hsf1p heat shock transcription factor, required for induction of some HSF-regulated genes under heat shock	-0.6517459951	-0.4513780844	-0.3639357903	0.11462940510	-1.1031240795	-1.0156817854	-0.53711659	0.0874422941000001	0.5660074895	0.4785651954
CAGL0F04939g	MCM5:Component of the hexameric MCM complex, which is important for priming origins of D replication in G1 and becomes an active ATP-dependent helicase that promotes D melting and elongation when activated by Cdc7p-Dbf4p in S-phase	0.4498321936	0.153255529300000	0.3372931387	0.2525468411	0.6030877229	0.7871253323	0.7023790347	0.1840376094	0.0992913118000001	-0.0847462976
CAGL0F04961g	SMD2:Core Sm protein Sm D2; part of heteroheptameric complex (with Smb1p, Smd1p, Smd3p, Sme1p, Smx3p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm D2	-0.1113812847	-0.0459186252	-0.4654162736	-0.3218454859	-0.1572999099	-0.5767975583	-0.4332267706	-0.4194976484	-0.2759268607	0.1435707877
CAGL0F04983g	DBP9:ATP-dependent R helicase of the DEAD-box family involved in biogenesis of the 60S ribosomal subunit	-0.0947313799	-0.0985569763	-0.2936240804	-0.1763947697	-0.1932883562	-0.3883554603	-0.2711261496	-0.1950671041	-0.0778377934000001	0.117229310700000
CAGL0F05005g	YSH1:Putative endoribonuclease, subunit of the mR cleavage and polyadenylation specificity complex; required for 3' processing, splicing, and transcriptiol termition of mRs and snoRs	0.1114202724	-0.0636945986	-0.2107344017	-0.0768497838	0.0477256738	-0.0993141293	0.0345704886	-0.1470398031	-0.0131551852	0.1338846179
CAGL0F05027g	CAGL0F05027g:	-0.2175234393	0.0137325565	-0.1478692039	-0.1201251274	-0.2037908828	-0.3653926432	-0.3376485667	-0.1616017604	-0.1338576839	0.0277440764999999
CAGL0F05049g	CAGL0F05049g:	0.094450184	-0.1268676247	-0.292995586	-0.0641679198	-0.0324174407000000	-0.198545402	0.0302822642	-0.1661279613	0.0626997049	0.2288276662
CAGL0F05071g	ECI1:Peroxisomal delta3,delta2-enoyl-CoA isomerase, hexameric protein that converts 3-hexenoyl-CoA to trans-2-hexenoyl-CoA, essential for the beta-oxidation of unsaturated fatty acids, oleate-induced	-0.1526199364	0.0931083673	0.2181796322	-0.0190262439000000	-0.0595115691	0.0655596957999999	-0.1716461803	0.1250712649	-0.1121346112	-0.2372058761
CAGL0F05093g	BER1:Protein involved in microtubule-related processes, N-acetylation; GFP-fusion protein localizes to the cytoplasm and is induced in response to the D-damaging agent MMS; YLR412W is not an essential gene; similar to Arabidopsis SRR1 gene	-0.5237718667	-0.0166747305999998	0.524518996	0.201318930900000	-0.5404465973	0.00074712930000021	-0.3224529358	0.5411937266	0.2179936615	-0.3232000651
CAGL0F05115g	CAGL0F05115g:	-0.149057097	-0.2613082028	-0.1385152166	-0.3493299101	-0.4103652998	-0.287572313600000	-0.4983870071	0.1227929862	-0.0880217073	-0.2108146935
CAGL0F05137g	PRY1:	0.1094270906	-0.0417146624999999	-0.1441023319	0.0402132464999999	0.0677124281000001	-0.0346752413	0.1496403371	-0.102387669400000	0.0819279089999999	0.1843155784
CAGL0F05159g	VPS72:Htz1p-binding component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; required for vacuolar protein sorting	0.00713073189999997	-0.0181792925999999	0.0721579647	0.1011445858	-0.0110485607000000	0.0792886966	0.1082753177	0.0903372573	0.1193238784	0.0289866211
CAGL0F05181g	VPS52:Component of the GARP (Golgi-associated retrograde protein) complex, Vps51p-Vps52p-Vps53p-Vps54p, which is required for the recycling of proteins from endosomes to the late Golgi; involved in localization of actin and chitin	-0.0655473028	-0.0378843219	-0.2200333749	-0.046508741	-0.1034316247	-0.2855806777	-0.1120560438	-0.182149053	-0.00862441910000004	0.1735246339
CAGL0F05203g	RIB7:Diaminohydroxyphoshoribosylaminopyrimidine deamise; catalyzes the second step of the riboflavin biosynthesis pathway	-0.0699047329	0.1149144417	-0.0673853008	0.1054926692	0.0450097088	-0.1372900337	0.0355879363	-0.1822997425	-0.00942177249999997	0.17287797
CAGL0F05225g	SPP381:mR splicing factor, component of U4/U6.U5 tri-snRNP; interacts genetically and physically with Prp38p	0.0457035389	-0.0356131355	0.0264469308	0.0758182191	0.0100904034000000	0.0721504697	0.121521758	0.0620600663	0.1114313546	0.0493712883
CAGL0F05247g	APD1:	0.0179261712	-0.0784080491	-0.2371898689	0.0123406766999999	-0.0604818779	-0.2192636977	0.0302668478999999	-0.158781819800000	0.0907487258	0.2495305456
CAGL0F05269g	CDC42:Small rho-like GTPase, essential for establishment and maintence of cell polarity; mutants have defects in the organization of actin and septins	0.1039402246	-0.124626867800000	-0.158231988100000	0.0289028680000002	-0.0206866432	-0.0542917634999999	0.1328430926	-0.0336051202999998	0.153529735800000	0.1871348561
CAGL0F05335g	MSS4:Phosphatidylinositol-4-phosphate 5-kise, involved in actin cytoskeleton organization and cell morphogenesis; multicopy suppressor of stt4 mutation	-0.0425445803	-0.247811797	-0.190205872	0.1771348827	-0.2903563773	-0.2327504523	0.1345903024	0.05760592500	0.4249466797	0.3673407547
CAGL0F05357g	UME6:Key transcriptiol regulator of early meiotic genes, binds URS1 upstream regulatory sequence, couples metabolic responses to nutritiol cues with initiation and progression of meiosis, forms complex with Ime1p, and also with Sin3p-Rpd3p	0.2389861352	-0.1538303998	-0.0647149982000001	-0.0144869598000001	0.0851557354	0.174271137	0.2244991754	0.0891154016	0.13934344	0.0502280384
CAGL0F05379g	EBS1:Protein involved in inhibition of translation and nonsense-mediated decay; interacts with cap binding protein Cdc33p and with m7p; localizes to P-bodies upon glucose starvation; mR abundance regulated by mR decay factors	-0.0539353431	-0.0527257129999999	-0.00133421699999990	0.0816965074000001	-0.1066610561	-0.0552695600999999	0.0277611643000000	0.0513914960000001	0.1344222204	0.0830307244
CAGL0F05401g	MSC2:Member of the cation diffusion facilitator family, localizes to the endoplasmic reticulum and nucleus; mutations affect the cellular distribution of zinc and also confer defects in meiotic recombition between homologous chromatids	0.0337425108000000	-0.0506851574	-0.0650097594	0.0937753156	-0.0169426466000000	-0.0312672486	0.1275178264	-0.014324602	0.144460473	0.158785075
CAGL0F05423g	COQ4:Protein with a role in ubiquinone (Coenzyme Q) biosynthesis, possibly functioning in stabilization of Coq7p; located on the matrix face of the mitochondrial inner membrane; component of a mitochondrial ubiquinone-synthesizing complex	-0.1684805178	0.1573196045	0.335502884	-0.0895164148	-0.0111609133000000	0.1670223662	-0.2579969326	0.1781832795	-0.2468360193	-0.4250192988
CAGL0F05445g	RAV2:Subunit of RAVE (Rav1p, Rav2p, Skp1p), a complex that associates with the V1 domain of the vacuolar membrane (H+)-ATPase (V-ATPase) and promotes assembly and reassembly of the holoenzyme	-0.0510339860999999	0.2644998927	0.4074023237	0.0121919365000000	0.2134659066	0.3563683376	-0.0388420496	0.142902431	-0.2523079562	-0.3952103872
CAGL0F05467g	SPC19:Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; also localized to nuclear side of spindle pole body	-0.204784449	-0.0725050106	-0.1185096228	0.3372876739	-0.2772894596	-0.3232940718	0.1325032249	-0.0460046122	0.4097926845	0.4557972967
CAGL0F05489g	VPS64:Cytoplasmic protein required for cytoplasm to vacuole targeting of proteins; forms a complex with Far3p, Far7p, Far10p, and Far11p that is involved in pheromone-induced cell cycle arrest; also localized to the endoplasmic reticulum membrane	-0.00183041490000004	-0.1478154998	-0.3075914539	0.0938974998	-0.1496459147	-0.3094218688	0.0920670849	-0.1597759541	0.2417129996	0.4014889537
CAGL0F05511g	RKM2:Ribosomal protein lysine methyltransferase, responsible for trimethylation of the lysine residue at position 3 of Rpl12Ap and Rpl12Bp	0.0892276031	-0.0961158288	-0.1552811751	-0.212800046	-0.00688822570000003	-0.066053572	-0.1235724429	-0.0591653463	-0.1166842172	-0.0575188709
CAGL0F05533g	CBS2:Mitochondrial translatiol activator of the COB mR; interacts with translating ribosomes, acts on the COB mR 5'-untranslated leader	-0.1188446636	-0.0379095993	-0.0386628086	0.00527585480000001	-0.1567542629	-0.1575074722	-0.1135688088	-0.000753209300000007	0.0431854541	0.0439386634
CAGL0F05555g	CAB5:Probable dephospho-CoA kise (DPCK) that catalyzes the last step in coenzyme A biosynthesis; null mutant lethality is complemented by E. coli coaE (encoding DPCK); detected in purified mitochondria in high-throughput studies	-0.0404466611	0.0562503184	0.0214747291	0.0059113184	0.0158036573	-0.018971932	-0.0345353427	-0.0347755893	-0.050339	-0.0155634107
CAGL0F05577g	MSS116:DEAD-box protein required for efficient splicing of mitochondrial Group I and II introns; non-polar R helicase that also facilities strand annealing	0.0447408119	-0.00958460860000005	-0.0920777282	-0.1925731783	0.0351562033	-0.0473369163	-0.1478323664	-0.0824931196	-0.1829885697	-0.1004954501
CAGL0F05599g	NUP42:Subunit of the nuclear pore complex (NPC) that localizes exclusively to the cytoplasmic side; involved in R export, most likely at a termil step; interacts with Gle1p	0.2837387093	-0.2146706982	-0.2458698533	-0.2112210932	0.0690680111	0.037868856	0.0725176161	-0.0311991551	0.00344960500000004	0.0346487601
CAGL0F05621g	HST4:Member of the Sir2 family of D(+)-dependent protein deacetylases; involved along with Hst3p in silencing at telomeres, cell cycle progression, radiation resistance, genomic stability and short-chain fatty acid metabolism	0.1420058904	0.0923689405	0.312900786	0.2476997324	0.2343748309	0.4549066764	0.3897056228	0.2205318455	0.1553307919	-0.0652010536
CAGL0F05643g	RVB1:Essential protein involved in transcription regulation; component of chromatin remodeling complexes; required for assembly and function of the INO80 complex; also referred to as pontin; member of the RUVB-like protein family	0.1298787148	0.00724312420000007	0.0996491382	-0.0621761816	0.137121839	0.229527853	0.0677025332	0.092406014	-0.0694193058	-0.1618253198
CAGL0F05665g	SLY1:Hydrophilic protein involved in vesicle trafficking between the ER and Golgi; SM (Sec1/Munc-18) family protein that binds the tSRE Sed5p and stimulates its assembly into a trans-SRE membrane-protein complex	-0.04351698	0.0524821716999999	0.2315554817	-0.1950184549	0.00896519169999997	0.1880385017	-0.2385354349	0.17907331	-0.2475006266	-0.4265739366
CAGL0F05687g	CAGL0F05687g:	-0.7254998664	0.3847956774	0.7549038095	-0.4795111893	-0.340704189	0.0294039431000004	-1.2050110557	0.370108132100000	-0.8643068667	-1.2344149988
CAGL0F05709g	ATC1:Nuclear protein, possibly involved in regulation of cation stress responses and/or in the establishment of bipolar budding pattern	-0.305413389	-0.0479461578999998	-0.6740160245	-0.5349357656	-0.3533595469	-0.9794294135	-0.8403491546	-0.6260698666	-0.4869896077	0.139080258900000
CAGL0F05731g	PLP1:Protein that interacts with CCT (chaperonin containing TCP-1) complex and has a role in actin and tubulin folding; has weak similarity to phosducins, which are G-protein regulators	0.034539556	-0.1132368419	-0.3795862299	-0.0705790237	-0.0786972858999999	-0.3450466739	-0.0360394677	-0.266349388	0.0426578181999999	0.3090072062
CAGL0F05753g	CDC1:Putative lipid phosphatase of the endoplasmic reticulum; shows Mn2+ dependence and may affect Ca2+ sigling; mutants display actin and general growth defects and pleiotropic defects in cell cycle progression and organelle distribution	0.1547299685	-0.246191299100000	-0.3400486091	-0.0907827232999997	-0.0914613306	-0.1853186406	0.0639472452000001	-0.0938573099999999	0.155408575800000	0.2492658858
CAGL0F05775g	SAS4:Subunit of the SAS complex (Sas2p, Sas4p, Sas5p), which  acetylates free histones and nucleosomes and regulates transcriptiol silencing; required for the HAT activity of Sas2p	-0.1106454169	-0.0143023154	-0.017372849	-0.048224814	-0.1249477323	-0.1280182659	-0.1588702309	-0.00307053360000002	-0.0339224986000000	-0.030851965
CAGL0F05797g	SCC2:Subunit of cohesin loading factor (Scc2p-Scc4p), a complex required for loading of cohesin complexes onto chromosomes; involved in establishing sister chromatid cohesion during DSB repair via histone H2AX; evolutiorily-conserved adherin	0.0128251008000000	-0.1050694196	-0.2692895159	0.0413781808	-0.0922443188	-0.2564644151	0.0542032816	-0.1642200963	0.1464476004	0.3106676967
CAGL0F05819g	CAGL0F05819g:	-0.2710508294	0.2620559282	0.4493699349	0.5090879505	-0.00899490120000005	0.1783191055	0.2380371211	0.1873140067	0.2470320223	0.0597180156
CAGL0F05841g	CSN9:Subunit of the Cop9 siglosome, which is required for deneddylation, or removal of the ubiquitin-like protein Rub1p from Cdc53p (cullin); involved in adaptation to pheromone sigling	-0.6295972921	0.9023614499	0.9147024268	0.2995489622	0.2727641578	0.2851051347	-0.3300483299	0.0123409768999999	-0.6028124877	-0.6151534646
CAGL0F05863g	SDH4:Membrane anchor subunit of succite dehydrogese (Sdh1p, Sdh2p, Sdh3p, Sdh4p), which couples the oxidation of succite to the transfer of electrons to ubiquinone	0.0400485374	-0.0063713137	0.3666359957	-0.0679273316	0.0336772237	0.4066845331	-0.0278787942	0.3730073094	-0.0615560179	-0.4345633273
CAGL0F05885g	HOF1:Bud neck-localized, SH3 domain-containing protein required for cytokinesis; regulates actomyosin ring dymics and septin localization; interacts with the formins, Bni1p and Bnr1p, and with Cyk3p, Vrp1p, and Bni5p	-0.0061020371	0.129785765	0.3817496838	0.2648224501	0.1236837279	0.3756476467	0.258720413	0.2519639188	0.135036685100000	-0.1169272337
CAGL0F05907g	ARP9:Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptiol regulation	0.0619120386	-0.079664552	-0.1546752237	0.0452254893	-0.0177525134	-0.0927631851	0.1071375279	-0.0750106717	0.1248900413	0.199900713
CAGL0F05929g	CAGL0F05929g:Putative transporter, member of the SLC10 carrier family; identified in a transposon mutagenesis screen as a gene involved in azole resistance; YMR034C is not an essential gene	0.1954353214	-0.0642374542	0.00455299529999997	0.1270344153	0.1311978672	0.1999883167	0.3224697367	0.0687904495	0.1912718695	0.12248142
CAGL0F05951g	IMP2:Catalytic subunit of the mitochondrial inner membrane peptidase complex, required for maturation of mitochondrial proteins of the intermembrane space; complex contains Imp1p and Imp2p (both catalytic subunits), and Som1p	0.0215977764000000	-0.0330932862000001	0.0231599454000000	-0.00580037230000006	-0.0114955098000000	0.0447577218	0.0157974040999999	0.0562532316	0.0272929139000000	-0.0289603177000001
CAGL0F05973g	MIH1:Protein tyrosine phosphatase involved in cell cycle control; regulates the phosphorylation state of Cdc28p; homolog of S. pombe cdc25	0.0924568907	-0.0202829790000001	0.180225378	-0.0557084348000001	0.0721739116999999	0.2726822687	0.0367484558999999	0.200508357	-0.0354254558000001	-0.2359338128
CAGL0F05995g	MSN2:Transcriptiol activator related to Msn4p; activated in stress conditions, which results in translocation from the cytoplasm to the nucleus; binds D at stress response elements of responsive genes, inducing gene expression	0.092522808	0.0891734071	0.1260635469	-0.0375192999999999	0.1816962151	0.2185863549	0.055003508	0.0368901398000002	-0.126692707100000	-0.1635828469
CAGL0F06017g	CCS1:Copper chaperone for superoxide dismutase Sod1p, involved in oxidative stress protection; Met-X-Cys-X2-Cys motif within the N-termil portion is involved in insertion of copper into Sod1p under conditions of copper deprivation	0.0264957673000000	0.3216143052	0.5003791391	-0.2411483995	0.3481100725	0.5268749064	-0.2146526322	0.1787648339	-0.5627627047	-0.7415275386
CAGL0F06039g	SUB1:Transcriptiol coactivator, facilitates elongation through factors that modify RP II; role in peroxide resistance involving Rad2p; role in the hyperosmotic stress response through polymerase recruitment at RP II and RP III genes	-0.0112537031000000	0.3033184766	0.3579862614	-0.0454600631	0.2920647735	0.3467325583	-0.0567137662	0.0546677848000001	-0.3487785397	-0.4034463245
CAGL0F06061g	ARA2:D-dependent arabinose dehydrogese, involved in biosynthesis of dehydro-D-arabinono-1,4-lactone; similar to plant L-galactose dehydrogese	-0.0861715374	0.4492979978	0.6891865615	0.1027162648	0.3631264604	0.6030150241	0.0165447274000001	0.2398885637	-0.346581733	-0.5864702967
CAGL0F06127g	CAGL0F06127g:Methionine-R-sulfoxide reductase, reduces the R entiomer of free Met-SO, in contrast to Ycl033Cp which reduces Met-R-SO in a peptide linkage; has a role in protection against oxidative stress	0.0821784498	0.1871602886	-0.0675377868	-0.2646403255	0.2693387384	0.0146406629999999	-0.1824618757	-0.2546980754	-0.4518006141	-0.1971025387
CAGL0F06149g	CSM3:Protein required for accurate chromosome segregation during meiosis	0.2481191924	-0.1764364476	-0.2310544478	-0.0868701412	0.0716827448	0.0170647446000000	0.1612490512	-0.0546180002	0.0895663064	0.1441843066
